,Program Adı,Alt Program Adı,Faaliyet Adı,Kurum/Birim,Alt Faaliyet Adı,Finansman,Ekonomik,Tertip,İşlemler,2022,2023,2024,2021 YSHT,2022 Tavan Üstü,2021 KBÖ
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Zam ve Tazminatları,14.39.257.201-0012.0044-01-01.02.20.02,,"96,000.00","111,000.00","124,000.00",0.00,0.00,"230,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Sosyal Hakları,14.39.257.201-0012.0044-01-01.02.40.02,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ek Çalışma Karşılıkları,14.39.257.201-0012.0044-01-01.02.50.02,,"16,000.00","19,000.00","21,000.00",0.00,0.00,"12,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ödül ve İkramiyeleri,14.39.257.201-0012.0044-01-01.02.60.02,,"121,000.00","140,000.00","156,000.00",0.00,0.00,"105,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,14.39.257.201-0012.0044-01-02.01.10.01,,"166,000.00","193,000.00","215,000.00",0.00,0.00,"135,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,14.39.257.201-0012.0044-01-02.01.10.02,,"117,000.00","136,000.00","152,000.00",0.00,0.00,"97,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,14.39.257.201-0012.0044-01-02.02.10.01,,"46,000.00","53,000.00","59,000.00",0.00,0.00,"41,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,14.39.257.201-0012.0044-01-02.02.10.02,,"25,000.00","29,000.00","32,000.00",0.00,0.00,"18,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Kırtasiye Alımları,14.39.257.201-0012.0044-01-03.02.10.01,,"13,000.00","14,000.00","15,000.00",0.00,0.00,"13,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,14.39.257.201-0012.0044-01-03.03.10.01,,"85,000.00","92,000.00","99,000.00",0.00,0.00,"80,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,14.39.257.201-0012.0044-01-03.03.10.03,,"63,000.00","69,000.00","74,000.00",0.00,0.00,"60,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,14.39.257.201-0012.0044-01-03.03.20.01,,"4,000.00","4,000.00","4,000.00",0.00,0.00,"4,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",14.39.257.201-0012.0044-01-03.06.10.01,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"8,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Hazine Destekli Kredi Kefalet Uygulaması Kapsamında Kredi Garanti Fonuna Kaynak Aktarımı,FİNANSAL PİYASALAR VE KAMBİYO GENEL MÜDÜRLÜĞÜ,Finansal Tabana Yayılma Faaliyetleri,Genel Bütçeli İdareler,Büro ve İşyeri Mal ve Malzeme Alımları,14.39.257.201-0012.0044-01-03.07.10.01,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"22,000.00"
-> Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,,,,,,,,,,0.00,0.00,"18,991,000.00",0.00,0.00,"17,034,000.00"
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Birleşik İpotek Finansmanı A.Ş.,Genel Bütçeli İdareler,Birleşik İpotek Finansmanı Anonim Şirketi’ne,14.39.817.14981-0012.0040-01-08.01.60.24,,"1,000.00","1,000.00","1,000.00",0.00,0.00,0.00
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Emlak Bankası (KSKİ),Genel Bütçeli İdareler,Türkiye Emlak Katılım Bankası'na,14.39.817.14985-0012.0040-01-08.01.62.05,,"1,000.00","1,000.00","1,000.00",0.00,0.00,0.00
,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ VE SİGORTACILIK,FİNANSAL SİSTEMİN GELİŞTİRİLMESİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Vakıfbank,Genel Bütçeli İdareler,Vakıfbank’a,14.39.817.14983-0012.0040-01-08.01.62.04,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Temel Maaşlar,19.259.817.7008-0012.0040-01-01.01.10.01,,"5,159,000.00","5,980,000.00","6,663,000.00",0.00,0.00,"3,824,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Taban Aylığı,19.259.817.7008-0012.0040-01-01.01.10.02,,"458,000.00","531,000.00","592,000.00",0.00,0.00,"340,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Zamlar ve Tazminatlar,19.259.817.7008-0012.0040-01-01.01.20.01,,"2,520,000.00","2,923,000.00","3,258,000.00",0.00,0.00,"2,114,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Ödenekler,19.259.817.7008-0012.0040-01-01.01.30.01,,"6,000.00","8,000.00","10,000.00",0.00,0.00,"4,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Sosyal Haklar,19.259.817.7008-0012.0040-01-01.01.40.01,,"52,000.00","60,000.00","67,000.00",0.00,0.00,"43,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Ücretleri,19.259.817.7008-0012.0040-01-01.02.10.02,,"2,504,000.00","2,905,000.00","3,238,000.00",0.00,0.00,"2,093,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Zam ve Tazminatları,19.259.817.7008-0012.0040-01-01.02.20.02,,"849,000.00","985,000.00","1,098,000.00",0.00,0.00,"765,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Sosyal Hakları,19.259.817.7008-0012.0040-01-01.02.40.02,,"15,000.00","17,000.00","19,000.00",0.00,0.00,"15,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ek Çalışma Karşılıkları,19.259.817.7008-0012.0040-01-01.02.50.02,,"235,000.00","273,000.00","304,000.00",0.00,0.00,"169,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ödül ve İkramiyeleri,19.259.817.7008-0012.0040-01-01.02.60.02,,"1,013,000.00","1,175,000.00","1,310,000.00",0.00,0.00,"870,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,19.259.817.7008-0012.0040-01-02.01.10.01,,"559,000.00","648,000.00","722,000.00",0.00,0.00,"460,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,19.259.817.7008-0012.0040-01-02.01.10.02,,"389,000.00","451,000.00","503,000.00",0.00,0.00,"322,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,19.259.817.7008-0012.0040-01-02.02.10.01,,"352,000.00","408,000.00","455,000.00",0.00,0.00,"287,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,19.259.817.7008-0012.0040-01-02.02.10.02,,"226,000.00","262,000.00","292,000.00",0.00,0.00,"185,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kırtasiye Alımları,19.259.817.7008-0012.0040-01-03.02.10.01,,"40,000.00","44,000.00","47,000.00",0.00,0.00,"43,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Diğer Yayın Alımları,19.259.817.7008-0012.0040-01-03.02.10.04,,"20,000.00","22,000.00","24,000.00",0.00,0.00,0.00
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Baskı ve Cilt Giderleri,19.259.817.7008-0012.0040-01-03.02.10.05,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"11,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,19.259.817.7008-0012.0040-01-03.03.10.01,,"39,000.00","42,000.00","45,000.00",0.00,0.00,"37,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,19.259.817.7008-0012.0040-01-03.03.10.03,,"140,000.00","152,000.00","164,000.00",0.00,0.00,"140,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,19.259.817.7008-0012.0040-01-03.03.20.01,,"12,000.00","13,000.00","14,000.00",0.00,0.00,"4,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Diğer Yasal Giderler,19.259.817.7008-0012.0040-01-03.04.20.90,,0.00,0.00,0.00,0.00,0.00,"418,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Kurslara Katılma ve Eğitim Giderleri,19.259.817.7008-0012.0040-01-03.05.90.03,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"1,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",19.259.817.7008-0012.0040-01-03.06.10.01,,"50,000.00","54,000.00","58,000.00",0.00,0.00,"82,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Büro ve İşyeri Mal ve Malzeme Alımları,19.259.817.7008-0012.0040-01-03.07.10.01,,"23,000.00","25,000.00","27,000.00",0.00,0.00,"33,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Büro ve İşyeri Makine ve Techizat Alımları,19.259.817.7008-0012.0040-01-03.07.10.02,,"25,000.00","27,000.00","29,000.00",0.00,0.00,0.00
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,Kamu sermayeli kuruluş ve işletmelerin finansal etkinliğini destekleme,Genel Bütçeli İdareler,Makine Teçhizat Bakım ve Onarım Giderleri,19.259.817.7008-0012.0040-01-03.07.30.02,,"13,000.00","14,000.00","15,000.00",0.00,0.00,"12,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,KEY Ödemeleri,Genel Bütçeli İdareler,Sınıflandırmaya Girmeyen Hane Halkı ve İşletmelere Yapılan Diğer Transferler,19.259.817.14977-0012.0040-01-05.04.90.90,,"1,000.00",0.00,0.00,0.00,0.00,"1,000.00"
,HAZİNE VARLIKLARININ VE  YÜKÜMLÜLÜKLERİNİN YÖNETİMİ,KAMU SERMAYELİ KURULUŞ VE İŞLETMELERİN ETKİN YÖNETİMİ,Kamu Sermayeli Kuruluş ve İşletmelerin Finansal Etkinliğini Destekleme,KAMU SERMAYELİ KURULUŞ VE İŞLETMELER GENEL MÜDÜRLÜĞÜ,USHAŞ,Genel Bütçeli İdareler,Uluslararası Sağlık Hizmetleri A.Ş.’ye,19.259.817.14974-0012.0040-01-08.01.60.20,,"1,000,000.00",0.00,0.00,0.00,0.00,"4,760,000.00"
